test_index,feasible,recourse_band,original_score_band,solver_status,original_score,new_score,score_gap_to_threshold,total_cost,changed_features
137,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,0.7638556957244873,0.7560045123100281,0.4560045123100281,0.22132857367291003,"{""BILL_AMT3"": 0.11066428683645502}"
141,True,feasible,near_threshold,gurobi_exact:Infeasible|refined_3,0.31519708037376404,0.29828736186027527,-0.0017126381397247203,0.15503550107354197,"{""BILL_AMT3"": 0.07751775053677099}"
145,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_3,0.607231855392456,0.6071813702583313,0.3071813702583313,0.12381430341962396,"{""BILL_AMT3"": 0.06190715170981198}"
152,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,0.7793711423873901,0.7745451331138611,0.4745451331138611,0.2267809450660709,"{""BILL_AMT3"": 0.11339047253303546}"
154,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_2,0.4166140854358673,0.41660112142562866,0.11660112142562867,0.0646956333897743,"{""BILL_AMT3"": 0.03234781669488715}"
160,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_3,0.7719626426696777,0.7719347476959229,0.47193474769592286,0.17805997758797446,"{""BILL_AMT3"": 0.06501639276672844, ""BILL_AMT6"": 0.031086131124996252}"
163,False,near_feasible,near_threshold,gurobi_exact:Infeasible|refined_5,0.3124849498271942,0.30693313479423523,0.006933134794235241,0.22746521898511005,"{""BILL_AMT3"": 0.11373260949255502}"
170,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,0.6276463270187378,0.6210660934448242,0.32106609344482423,0.2266919196327264,"{""BILL_AMT3"": 0.1133459598163632}"
176,True,feasible,near_threshold,gurobi_exact:Infeasible|refined_1,0.3013051748275757,0.296031653881073,-0.003968346118926991,0.05167850035784732,"{""BILL_AMT3"": 0.02583925017892366}"
181,False,near_feasible,near_threshold,gurobi_exact:Infeasible|refined_6,0.32696083188056946,0.3149755597114563,0.01497555971145631,0.2710098931694799,"{""BILL_AMT3"": 0.13550494658473994}"
183,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,0.7965898513793945,0.7929061055183411,0.4929061055183411,0.22871550264457907,"{""BILL_AMT3"": 0.11435775132228954}"
203,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_6,0.6398440599441528,0.628505289554596,0.32850528955459596,0.27389940126032075,"{""BILL_AMT3"": 0.13694970063016038}"
207,False,infeasible,very_high_risk,gurobi:Optimal,0.6492504477500916,0.6554980278015137,0.3554980278015137,2.4989639282165284,"{""BILL_AMT1"": 0.2020722225024355, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": -0.07210623701712432, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018083, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT5"": 0.08992992314333113}"
208,False,infeasible,high_risk,gurobi:Optimal,0.47950926423072815,0.4795094132423401,0.1795094132423401,0.18527648810117392,"{""BILL_AMT1"": 0.102265447927124}"
211,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,0.35253962874412537,0.34209921956062317,0.04209921956062318,0.6218734109361559,"{""BILL_AMT1"": 0.19139794459343318, ""BILL_AMT3"": 0.13755684099359372}"
213,False,infeasible,high_risk,gurobi:Optimal|refined_7,0.4429122507572174,0.42061010003089905,0.12061010003089906,1.044787751097954,"{""BILL_AMT1"": 0.20207222250243562, ""BILL_AMT2"": 0.1022105601168781, ""BILL_AMT3"": 0.15703628222807964, ""BILL_AMT5"": 0.11246766253018084}"
236,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.8363375067710876,0.8266531229019165,0.5266531229019165,0.31754062876394284,"{""BILL_AMT3"": 0.15877031438197142}"
242,False,infeasible,moderate_risk,gurobi:Optimal|refined_7,0.3784932494163513,0.3613903224468231,0.06139032244682313,0.7280872832995342,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT3"": 0.15762509382582438, ""BILL_AMT5"": 0.035193795977745496}"
249,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.6616897583007812,0.6438414454460144,0.3438414454460144,0.31170749908356177,"{""BILL_AMT3"": 0.15585374954178088}"
271,False,near_feasible,near_threshold,gurobi:Optimal|refined_5,0.324556827545166,0.3192730247974396,0.019273024797439586,0.5522578876819598,"{""BILL_AMT1"": 0.1788902267570959, ""BILL_AMT3"": 0.11407932864349678}"
277,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,0.8160783052444458,0.8087843060493469,0.5087843060493469,0.27444162724527377,"{""BILL_AMT3"": 0.13722081362263688}"
279,False,infeasible,near_threshold,gurobi:Optimal|refined_4,0.32300880551338196,0.3227197527885437,0.022719752788543712,0.47750038416108526,"{""BILL_AMT1"": 0.16569553334836495, ""BILL_AMT3"": 0.08865313029134012}"
282,False,infeasible,very_high_risk,gurobi:Infeasible|refined_4,0.7640972137451172,0.7612408995628357,0.4612408995628357,0.17340616108366647,"{""BILL_AMT3"": 0.08670308054183323}"
283,False,infeasible,moderate_risk,gurobi:Optimal|refined_7,0.3721023201942444,0.35151562094688416,0.051515620946884166,0.9389364221442846,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT2"": 0.05206851883486127, ""BILL_AMT3"": 0.15691027196397092, ""BILL_AMT5"": 0.11246766253018085}"
284,False,infeasible,very_high_risk,gurobi:Optimal,0.6585478186607361,0.6614359617233276,0.36143596172332765,4.230394261582092,"{""BILL_AMT1"": 0.20207222250243562, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": -0.06090823397978599, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018083, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT2"": 0.22174948288317445}"
292,False,infeasible,very_high_risk,gurobi:Optimal,0.5926505923271179,0.6067889332771301,0.30678893327713014,1.782192438913432,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168012, ""BILL_AMT3"": -0.09519284479899454, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.03904893020368003}"
293,False,infeasible,high_risk,gurobi:Optimal|refined_2,0.4934186637401581,0.49340781569480896,0.19340781569480897,0.3902705763205816,"{""BILL_AMT1"": 0.17954343660609334, ""BILL_AMT3"": 0.03249395587131462}"
295,False,infeasible,high_risk,gurobi:Optimal|refined_6,0.4980184733867645,0.484504371881485,0.184504371881485,1.3705666752313361,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT2"": 0.16375053620168012, ""BILL_AMT3"": 0.1374512869411909, ""BILL_AMT4"": 0.011599981405642557, ""BILL_AMT5"": 0.11246766253018083, ""BILL_AMT6"": -0.1432804738984296}"
299,False,infeasible,very_high_risk,gurobi:Optimal|refined_5,0.5922078490257263,0.5923229455947876,0.2923229455947876,0.5955309575609182,"{""BILL_AMT1"": 0.12447298491891368, ""BILL_AMT2"": 0.10477653931858816, ""BILL_AMT5"": 0.11246766253018081}"
308,False,near_feasible,near_threshold,gurobi:Optimal,0.3048478960990906,0.30484798550605774,0.00484798550605775,0.11319907897072387,"{""BILL_AMT1"": 0.06248150876843833}"
316,False,infeasible,high_risk,gurobi:Optimal|refined_7,0.41438284516334534,0.3913961350917816,0.09139613509178163,1.1791834229154992,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": 0.15503550107354197, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": -0.005691907900977317}"
318,False,infeasible,very_high_risk,gurobi:Infeasible|refined_5,0.7231817841529846,0.7176588773727417,0.4176588773727417,0.22688655366837152,"{""BILL_AMT3"": 0.11344327683418576}"
329,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,0.8280405402183533,0.8210429549217224,0.5210429549217224,0.2740112285509802,"{""BILL_AMT3"": 0.1370056142754901}"
338,False,infeasible,high_risk,gurobi:Optimal|refined_7,0.48220065236091614,0.46090397238731384,0.16090397238731385,1.215902389986264,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168017, ""BILL_AMT3"": 0.1584043936669751, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": -0.025097559396643432}"
345,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.7258383631706238,0.710845947265625,0.410845947265625,0.3147729851449717,"{""BILL_AMT3"": 0.15738649257248585}"
346,False,infeasible,very_high_risk,gurobi:Infeasible|refined_3,0.7527691125869751,0.7527373433113098,0.4527373433113098,0.12188214603662262,"{""BILL_AMT3"": 0.06094107301831131}"
351,False,infeasible,very_high_risk,gurobi:Optimal|refined_7,0.5538643002510071,0.5302042365074158,0.23020423650741578,1.039038536473424,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.10102047071869444, ""BILL_AMT3"": 0.15541484106341755, ""BILL_AMT5"": 0.11246766253018084}"
354,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,0.36787840723991394,0.35427865386009216,0.054278653860092174,0.6294395633627434,"{""BILL_AMT1"": 0.19882598639819415, ""BILL_AMT3"": 0.13461114650793377}"
360,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.7275024652481079,0.7136717438697815,0.4136717438697815,0.3177684291375007,"{""BILL_AMT3"": 0.15888421456875035}"
362,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.6268558502197266,0.6083282232284546,0.3083282232284546,0.31086044826924086,"{""BILL_AMT3"": 0.15543022413462043}"
366,False,infeasible,very_high_risk,gurobi:Optimal|refined_4,0.6396800875663757,0.6365150809288025,0.3365150809288025,0.7962826622684378,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT2"": 0.05026713434627461, ""BILL_AMT3"": 0.08748025293696651, ""BILL_AMT5"": 0.11246766253018084}"
384,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.6877480149269104,0.6713841557502747,0.37138415575027467,0.314196283624557,"{""BILL_AMT3"": 0.1570981418122785}"
387,False,infeasible,very_high_risk,gurobi:Infeasible|refined_8,0.5430101156234741,0.5231337547302246,0.22313375473022462,0.33220742951371696,"{""BILL_AMT3"": 0.15503550107354197, ""BILL_AMT6"": 0.014328047389842974}"
390,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,0.39638617634773254,0.38147103786468506,0.08147103786468507,0.6372709578224263,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT3"": 0.13374925812138883, ""BILL_AMT5"": 0.0027664177167664866}"
392,False,infeasible,very_high_risk,gurobi:Optimal,0.6606594324111938,0.6668666005134583,0.36686660051345826,2.655736545599731,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": -0.07223933876795782, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018083, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT5"": 0.16540443146349876}"
412,False,infeasible,very_high_risk,gurobi:Optimal|refined_7,0.6219131946563721,0.6030429601669312,0.30304296016693116,0.6353426810738272,"{""BILL_AMT1"": 0.17925554867240417, ""BILL_AMT3"": 0.1552907945956325}"
415,False,infeasible,moderate_risk,gurobi:Optimal|refined_7,0.35560089349746704,0.34004735946655273,0.040047359466552745,0.31772980780979976,"{""BILL_AMT3"": 0.15886490390489988}"
416,False,infeasible,very_high_risk,gurobi:Infeasible|refined_4,0.7638854384422302,0.7638274431228638,0.4638274431228638,0.17872575802538093,"{""BILL_AMT3"": 0.08936287901269047}"
419,False,infeasible,high_risk,gurobi:Optimal|refined_6,0.41140469908714294,0.397266149520874,0.09726614952087403,0.820863276386173,"{""BILL_AMT1"": 0.20207222250243562, ""BILL_AMT2"": 0.016235043289396664, ""BILL_AMT3"": 0.1356064093948016, ""BILL_AMT5"": 0.11246766253018085}"
425,False,near_feasible,near_threshold,gurobi:Optimal|refined_7,0.33213868737220764,0.3147940933704376,0.014794093370437633,0.45898762748180383,"{""BILL_AMT1"": 0.08171458098774487, ""BILL_AMT3"": 0.15547179115680693}"
433,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,0.3871516287326813,0.3726257383823395,0.07262573838233949,0.6628494765448055,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT3"": 0.13400046040113814, ""BILL_AMT5"": 0.02164855335372684}"
445,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.6680838465690613,0.6505300402641296,0.35053004026412965,0.31233264091329616,"{""BILL_AMT3"": 0.15616632045664808}"
