test_index,feasible,recourse_band,original_score_band,solver_status,solver_family,original_score,new_score,score_gap_to_threshold,total_cost,changed_features,validity_reconstructed_score,validity_passes_threshold,validity_margin_below_threshold
38,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_7,gurobi_exact,0.7131038904190063,0.6982727646827698,0.3982727646827698,0.31635253198806,"{""BILL_AMT3"": 0.15817626599403}",0.6982727646827698,False,-0.3982727646827698
55,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_2,gurobi_exact,0.5983608961105347,0.5983452200889587,0.29834522008895875,0.06431302040602582,"{""BILL_AMT3"": 0.03215651020301291}",0.5983452200889587,False,-0.29834522008895875
58,False,infeasible,very_high_risk,gurobi_exact:Infeasible,gurobi_exact,0.5353394746780396,0.5353394746780396,0.23533947467803956,0.0,{},0.5353394746780396,False,-0.23533947467803956
61,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.6717845797538757,0.6651511192321777,0.36515111923217775,0.2259709881823102,"{""BILL_AMT3"": 0.1129854940911551}",0.6651511192321777,False,-0.36515111923217775
62,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_6,gurobi_exact,0.3472456634044647,0.3363889157772064,0.03638891577720643,0.2742627035802189,"{""BILL_AMT3"": 0.13713135179010946}",0.3363889157772064,False,-0.03638891577720643
63,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_6,gurobi_exact,0.6409913301467896,0.6286108493804932,0.3286108493804932,0.27182814163771885,"{""BILL_AMT3"": 0.13591407081885942}",0.6286108493804932,False,-0.3286108493804932
66,True,feasible,near_threshold,gurobi_exact:Infeasible|refined_1,gurobi_exact,0.3021819591522217,0.29575106501579285,-0.004248934984207142,0.05636270008902544,"{""BILL_AMT3"": 0.02818135004451272}",0.29575106501579285,True,0.004248934984207142
71,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_7,gurobi_exact,0.6708204746246338,0.6545647382736206,0.3545647382736206,0.3155336289210467,"{""BILL_AMT3"": 0.15776681446052335}",0.6545647382736206,False,-0.3545647382736206
72,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_6,gurobi_exact,0.7974598407745361,0.7878535985946655,0.48785359859466554,0.26957959484699845,"{""BILL_AMT3"": 0.13478979742349922}",0.7878535985946655,False,-0.48785359859466554
83,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.683096706867218,0.6736900806427002,0.3736900806427002,0.2212194738771449,"{""BILL_AMT3"": 0.11060973693857246}",0.6736900806427002,False,-0.3736900806427002
88,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_2,gurobi_exact,0.780593752861023,0.7805705666542053,0.48057056665420533,0.06352008309040447,"{""BILL_AMT3"": 0.03176004154520223}",0.7805705666542053,False,-0.48057056665420533
100,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_4,gurobi_exact,0.4162198603153229,0.41503435373306274,0.11503435373306276,0.17627232181821356,"{""BILL_AMT3"": 0.08813616090910678}",0.41503435373306274,False,-0.11503435373306276
105,False,infeasible,very_high_risk,gurobi_exact:Infeasible,gurobi_exact,0.7507709264755249,0.7507709264755249,0.4507709264755249,0.0,{},0.7507709264755249,False,-0.4507709264755249
106,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.3297552466392517,0.3238123953342438,0.023812395334243786,0.2270877336917625,"{""BILL_AMT3"": 0.11354386684588125}",0.3238123953342438,False,-0.023812395334243786
112,False,infeasible,moderate_risk,gurobi_exact:Infeasible|refined_7,gurobi_exact,0.35243141651153564,0.3344268500804901,0.03442685008049012,0.31007100214708394,"{""BILL_AMT3"": 0.15503550107354197}",0.3344268500804901,False,-0.03442685008049012
114,False,infeasible,very_high_risk,gurobi_exact:Infeasible,gurobi_exact,0.5264755487442017,0.5264755487442017,0.22647554874420167,0.0,{},0.5264755487442017,False,-0.22647554874420167
121,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.608254075050354,0.6026589274406433,0.3026589274406433,0.22848377467837389,"{""BILL_AMT3"": 0.11424188733918694}",0.6026589274406433,False,-0.3026589274406433
129,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_6,gurobi_exact,0.4744090139865875,0.4595261812210083,0.1595261812210083,0.2689648174978617,"{""BILL_AMT3"": 0.13448240874893086}",0.4595261812210083,False,-0.1595261812210083
137,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.7638556957244873,0.7560045123100281,0.4560045123100281,0.22132857367291003,"{""BILL_AMT3"": 0.11066428683645502}",0.7560045123100281,False,-0.4560045123100281
141,True,feasible,near_threshold,gurobi_exact:Infeasible|refined_3,gurobi_exact,0.31519708037376404,0.29828736186027527,-0.0017126381397247203,0.15503550107354197,"{""BILL_AMT3"": 0.07751775053677099}",0.29828736186027527,True,0.0017126381397247203
145,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_3,gurobi_exact,0.607231855392456,0.6071813702583313,0.3071813702583313,0.12381430341962396,"{""BILL_AMT3"": 0.06190715170981198}",0.6071813702583313,False,-0.3071813702583313
152,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.7793711423873901,0.7745451331138611,0.4745451331138611,0.2267809450660709,"{""BILL_AMT3"": 0.11339047253303546}",0.7745451331138611,False,-0.4745451331138611
154,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_2,gurobi_exact,0.4166140854358673,0.41660112142562866,0.11660112142562867,0.0646956333897743,"{""BILL_AMT3"": 0.03234781669488715}",0.41660112142562866,False,-0.11660112142562867
160,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_3,gurobi_exact,0.7719626426696777,0.7719347476959229,0.47193474769592286,0.17805997758797446,"{""BILL_AMT3"": 0.06501639276672844, ""BILL_AMT6"": 0.031086131124996252}",0.7719347476959229,False,-0.47193474769592286
163,False,near_feasible,near_threshold,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.3124849498271942,0.30693313479423523,0.006933134794235241,0.22746521898511005,"{""BILL_AMT3"": 0.11373260949255502}",0.30693313479423523,False,-0.006933134794235241
170,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.6276463270187378,0.6210660934448242,0.32106609344482423,0.2266919196327264,"{""BILL_AMT3"": 0.1133459598163632}",0.6210660934448242,False,-0.32106609344482423
176,True,feasible,near_threshold,gurobi_exact:Infeasible|refined_1,gurobi_exact,0.3013051748275757,0.296031653881073,-0.003968346118926991,0.05167850035784732,"{""BILL_AMT3"": 0.02583925017892366}",0.296031653881073,True,0.003968346118926991
181,False,near_feasible,near_threshold,gurobi_exact:Infeasible|refined_6,gurobi_exact,0.32696083188056946,0.3149755597114563,0.01497555971145631,0.2710098931694799,"{""BILL_AMT3"": 0.13550494658473994}",0.3149755597114563,False,-0.01497555971145631
183,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.7965898513793945,0.7929061055183411,0.4929061055183411,0.22871550264457907,"{""BILL_AMT3"": 0.11435775132228954}",0.7929061055183411,False,-0.4929061055183411
203,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_6,gurobi_exact,0.6398440599441528,0.628505289554596,0.32850528955459596,0.27389940126032075,"{""BILL_AMT3"": 0.13694970063016038}",0.628505289554596,False,-0.32850528955459596
207,False,infeasible,very_high_risk,gurobi:Optimal,gurobi,0.6492504477500916,0.6554980278015137,0.3554980278015137,2.4989639282165284,"{""BILL_AMT1"": 0.2020722225024355, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": -0.07210623701712432, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018083, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT5"": 0.08992992314333113}",0.6554980278015137,False,-0.3554980278015137
208,False,infeasible,high_risk,gurobi:Optimal,gurobi,0.47950926423072815,0.4795094132423401,0.1795094132423401,0.18527648810117392,"{""BILL_AMT1"": 0.102265447927124}",0.4795094132423401,False,-0.1795094132423401
211,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,gurobi,0.35253962874412537,0.34209921956062317,0.04209921956062318,0.6218734109361559,"{""BILL_AMT1"": 0.19139794459343318, ""BILL_AMT3"": 0.13755684099359372}",0.34209921956062317,False,-0.04209921956062318
213,False,infeasible,high_risk,gurobi:Optimal|refined_7,gurobi,0.4429122507572174,0.42061010003089905,0.12061010003089906,1.044787751097954,"{""BILL_AMT1"": 0.20207222250243562, ""BILL_AMT2"": 0.1022105601168781, ""BILL_AMT3"": 0.15703628222807964, ""BILL_AMT5"": 0.11246766253018084}",0.42061010003089905,False,-0.12061010003089906
236,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.8363375067710876,0.8266531229019165,0.5266531229019165,0.31754062876394284,"{""BILL_AMT3"": 0.15877031438197142}",0.8266531229019165,False,-0.5266531229019165
242,False,infeasible,moderate_risk,gurobi:Optimal|refined_7,gurobi,0.3784932494163513,0.3613903224468231,0.06139032244682313,0.7280872832995342,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT3"": 0.15762509382582438, ""BILL_AMT5"": 0.035193795977745496}",0.3613903224468231,False,-0.06139032244682313
249,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.6616897583007812,0.6438414454460144,0.3438414454460144,0.31170749908356177,"{""BILL_AMT3"": 0.15585374954178088}",0.6438414454460144,False,-0.3438414454460144
271,False,near_feasible,near_threshold,gurobi:Optimal|refined_5,gurobi,0.324556827545166,0.3192730247974396,0.019273024797439586,0.5522578876819598,"{""BILL_AMT1"": 0.1788902267570959, ""BILL_AMT3"": 0.11407932864349678}",0.3192730247974396,False,-0.019273024797439586
277,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.8160783052444458,0.8087843060493469,0.5087843060493469,0.27444162724527377,"{""BILL_AMT3"": 0.13722081362263688}",0.8087843060493469,False,-0.5087843060493469
279,False,infeasible,near_threshold,gurobi:Optimal|refined_4,gurobi,0.32300880551338196,0.3227197527885437,0.022719752788543712,0.47750038416108526,"{""BILL_AMT1"": 0.16569553334836495, ""BILL_AMT3"": 0.08865313029134012}",0.3227197527885437,False,-0.022719752788543712
282,False,infeasible,very_high_risk,gurobi:Infeasible|refined_4,gurobi,0.7640972137451172,0.7612408995628357,0.4612408995628357,0.17340616108366647,"{""BILL_AMT3"": 0.08670308054183323}",0.7612408995628357,False,-0.4612408995628357
283,False,infeasible,moderate_risk,gurobi:Optimal|refined_7,gurobi,0.3721023201942444,0.35151562094688416,0.051515620946884166,0.9389364221442846,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT2"": 0.05206851883486127, ""BILL_AMT3"": 0.15691027196397092, ""BILL_AMT5"": 0.11246766253018085}",0.35151562094688416,False,-0.051515620946884166
284,False,infeasible,very_high_risk,gurobi:Optimal,gurobi,0.6585478186607361,0.6614359617233276,0.36143596172332765,4.230394261582092,"{""BILL_AMT1"": 0.20207222250243562, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": -0.06090823397978599, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018083, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT2"": 0.22174948288317445}",0.6614359617233276,False,-0.36143596172332765
292,False,infeasible,very_high_risk,gurobi:Optimal,gurobi,0.5926505923271179,0.6067889332771301,0.30678893327713014,1.782192438913432,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168012, ""BILL_AMT3"": -0.09519284479899454, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.03904893020368003}",0.6067889332771301,False,-0.30678893327713014
293,False,infeasible,high_risk,gurobi:Optimal|refined_2,gurobi,0.4934186637401581,0.49340781569480896,0.19340781569480897,0.3902705763205816,"{""BILL_AMT1"": 0.17954343660609334, ""BILL_AMT3"": 0.03249395587131462}",0.49340781569480896,False,-0.19340781569480897
295,False,infeasible,high_risk,gurobi:Optimal|refined_6,gurobi,0.4980184733867645,0.484504371881485,0.184504371881485,1.3705666752313361,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT2"": 0.16375053620168012, ""BILL_AMT3"": 0.1374512869411909, ""BILL_AMT4"": 0.011599981405642557, ""BILL_AMT5"": 0.11246766253018083, ""BILL_AMT6"": -0.1432804738984296}",0.484504371881485,False,-0.184504371881485
299,False,infeasible,very_high_risk,gurobi:Optimal|refined_5,gurobi,0.5922078490257263,0.5923229455947876,0.2923229455947876,0.5955309575609182,"{""BILL_AMT1"": 0.12447298491891368, ""BILL_AMT2"": 0.10477653931858816, ""BILL_AMT5"": 0.11246766253018081}",0.5923229455947876,False,-0.2923229455947876
308,False,near_feasible,near_threshold,gurobi:Optimal,gurobi,0.3048478960990906,0.30484798550605774,0.00484798550605775,0.11319907897072387,"{""BILL_AMT1"": 0.06248150876843833}",0.30484798550605774,False,-0.00484798550605775
316,False,infeasible,high_risk,gurobi:Optimal|refined_7,gurobi,0.41438284516334534,0.3913961350917816,0.09139613509178163,1.1791834229154992,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": 0.15503550107354197, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": -0.005691907900977317}",0.3913961350917816,False,-0.09139613509178163
318,False,infeasible,very_high_risk,gurobi:Infeasible|refined_5,gurobi,0.7231817841529846,0.7176588773727417,0.4176588773727417,0.22688655366837152,"{""BILL_AMT3"": 0.11344327683418576}",0.7176588773727417,False,-0.4176588773727417
329,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.8280405402183533,0.8210429549217224,0.5210429549217224,0.2740112285509802,"{""BILL_AMT3"": 0.1370056142754901}",0.8210429549217224,False,-0.5210429549217224
338,False,infeasible,high_risk,gurobi:Optimal|refined_7,gurobi,0.48220065236091614,0.46090397238731384,0.16090397238731385,1.215902389986264,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168017, ""BILL_AMT3"": 0.1584043936669751, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": -0.025097559396643432}",0.46090397238731384,False,-0.16090397238731385
345,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.7258383631706238,0.710845947265625,0.410845947265625,0.3147729851449717,"{""BILL_AMT3"": 0.15738649257248585}",0.710845947265625,False,-0.410845947265625
346,False,infeasible,very_high_risk,gurobi:Infeasible|refined_3,gurobi,0.7527691125869751,0.7527373433113098,0.4527373433113098,0.12188214603662262,"{""BILL_AMT3"": 0.06094107301831131}",0.7527373433113098,False,-0.4527373433113098
351,False,infeasible,very_high_risk,gurobi:Optimal|refined_7,gurobi,0.5538643002510071,0.5302042365074158,0.23020423650741578,1.039038536473424,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.10102047071869444, ""BILL_AMT3"": 0.15541484106341755, ""BILL_AMT5"": 0.11246766253018084}",0.5302042365074158,False,-0.23020423650741578
354,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,gurobi,0.36787840723991394,0.35427865386009216,0.054278653860092174,0.6294395633627434,"{""BILL_AMT1"": 0.19882598639819415, ""BILL_AMT3"": 0.13461114650793377}",0.35427865386009216,False,-0.054278653860092174
360,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.7275024652481079,0.7136717438697815,0.4136717438697815,0.3177684291375007,"{""BILL_AMT3"": 0.15888421456875035}",0.7136717438697815,False,-0.4136717438697815
362,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.6268558502197266,0.6083282232284546,0.3083282232284546,0.31086044826924086,"{""BILL_AMT3"": 0.15543022413462043}",0.6083282232284546,False,-0.3083282232284546
366,False,infeasible,very_high_risk,gurobi:Optimal|refined_4,gurobi,0.6396800875663757,0.6365150809288025,0.3365150809288025,0.7962826622684378,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT2"": 0.05026713434627461, ""BILL_AMT3"": 0.08748025293696651, ""BILL_AMT5"": 0.11246766253018084}",0.6365150809288025,False,-0.3365150809288025
384,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.6877480149269104,0.6713841557502747,0.37138415575027467,0.314196283624557,"{""BILL_AMT3"": 0.1570981418122785}",0.6713841557502747,False,-0.37138415575027467
387,False,infeasible,very_high_risk,gurobi:Infeasible|refined_8,gurobi,0.5430101156234741,0.5231337547302246,0.22313375473022462,0.33220742951371696,"{""BILL_AMT3"": 0.15503550107354197, ""BILL_AMT6"": 0.014328047389842974}",0.5231337547302246,False,-0.22313375473022462
390,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,gurobi,0.39638617634773254,0.38147103786468506,0.08147103786468507,0.6372709578224263,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT3"": 0.13374925812138883, ""BILL_AMT5"": 0.0027664177167664866}",0.38147103786468506,False,-0.08147103786468507
392,False,infeasible,very_high_risk,gurobi:Optimal,gurobi,0.6606594324111938,0.6668666005134583,0.36686660051345826,2.655736545599731,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": -0.07223933876795782, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018083, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT5"": 0.16540443146349876}",0.6668666005134583,False,-0.36686660051345826
412,False,infeasible,very_high_risk,gurobi:Optimal|refined_7,gurobi,0.6219131946563721,0.6030429601669312,0.30304296016693116,0.6353426810738272,"{""BILL_AMT1"": 0.17925554867240417, ""BILL_AMT3"": 0.1552907945956325}",0.6030429601669312,False,-0.30304296016693116
415,False,infeasible,moderate_risk,gurobi:Optimal|refined_7,gurobi,0.35560089349746704,0.34004735946655273,0.040047359466552745,0.31772980780979976,"{""BILL_AMT3"": 0.15886490390489988}",0.34004735946655273,False,-0.040047359466552745
416,False,infeasible,very_high_risk,gurobi:Infeasible|refined_4,gurobi,0.7638854384422302,0.7638274431228638,0.4638274431228638,0.17872575802538093,"{""BILL_AMT3"": 0.08936287901269047}",0.7638274431228638,False,-0.4638274431228638
419,False,infeasible,high_risk,gurobi:Optimal|refined_6,gurobi,0.41140469908714294,0.397266149520874,0.09726614952087403,0.820863276386173,"{""BILL_AMT1"": 0.20207222250243562, ""BILL_AMT2"": 0.016235043289396664, ""BILL_AMT3"": 0.1356064093948016, ""BILL_AMT5"": 0.11246766253018085}",0.397266149520874,False,-0.09726614952087403
425,False,near_feasible,near_threshold,gurobi:Optimal|refined_7,gurobi,0.33213868737220764,0.3147940933704376,0.014794093370437633,0.45898762748180383,"{""BILL_AMT1"": 0.08171458098774487, ""BILL_AMT3"": 0.15547179115680693}",0.3147940933704376,False,-0.014794093370437633
433,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,gurobi,0.3871516287326813,0.3726257383823395,0.07262573838233949,0.6628494765448055,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT3"": 0.13400046040113814, ""BILL_AMT5"": 0.02164855335372684}",0.3726257383823395,False,-0.07262573838233949
445,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.6680838465690613,0.6505300402641296,0.35053004026412965,0.31233264091329616,"{""BILL_AMT3"": 0.15616632045664808}",0.6505300402641296,False,-0.35053004026412965
447,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.6420105695724487,0.6283653974533081,0.3283653974533081,0.26930139036779716,"{""BILL_AMT3"": 0.13465069518389858}",0.6283653974533081,False,-0.3283653974533081
451,False,infeasible,very_high_risk,gurobi:Infeasible|refined_5,gurobi,0.6764556765556335,0.6683187484741211,0.3683187484741211,0.22356861067956088,"{""BILL_AMT3"": 0.11178430533978044}",0.6683187484741211,False,-0.3683187484741211
456,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,gurobi,0.35750728845596313,0.34258338809013367,0.04258338809013368,0.6775221609563321,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT3"": 0.13309902333862839, ""BILL_AMT5"": 0.03405453176653231}",0.34258338809013367,False,-0.04258338809013368
457,False,infeasible,very_high_risk,gurobi:Optimal,gurobi,0.762567937374115,0.7798683047294617,0.4798683047294617,5.820585573433122,"{""BILL_AMT1"": 0.20207222250243562, ""BILL_AMT2"": 0.16375053620168017, ""BILL_AMT3"": -0.17021095536509157, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018081, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT2"": 0.33635674370375496, ""PAY_AMT5"": 0.17783878704613287}",0.7798683047294617,False,-0.4798683047294617
458,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.8379479646682739,0.8291027545928955,0.5291027545928955,0.2671461239024561,"{""BILL_AMT3"": 0.13357306195122806}",0.8291027545928955,False,-0.5291027545928955
460,False,infeasible,very_high_risk,gurobi:Optimal|refined_8,gurobi,0.5593341588973999,0.5369610786437988,0.23696107864379884,1.1881946253825337,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168015, ""BILL_AMT3"": 0.15725426362001854, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": 0.008652271155459496}",0.5369610786437988,False,-0.23696107864379884
470,False,infeasible,very_high_risk,gurobi:Optimal,gurobi,0.6833840012550354,0.6998962163925171,0.3998962163925171,2.686354670773097,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.16375053620168017, ""BILL_AMT3"": -0.11022570565747902, ""BILL_AMT4"": 0.18025408049993838, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT5"": 0.14353237715166658}",0.6998962163925171,False,-0.3998962163925171
471,False,near_feasible,near_threshold,gurobi:Optimal|refined_7,gurobi,0.3275362253189087,0.3105098009109497,0.010509800910949718,0.31225474365912,"{""BILL_AMT3"": 0.15612737182956}",0.3105098009109497,False,-0.010509800910949718
473,False,infeasible,very_high_risk,gurobi:Optimal|refined_5,gurobi,0.5576874613761902,0.544744610786438,0.244744610786438,0.8964651293707595,"{""BILL_AMT1"": 0.20207222250243564, ""BILL_AMT2"": 0.07583677404666586, ""BILL_AMT3"": 0.11064661266954111, ""BILL_AMT5"": 0.11246766253018084}",0.544744610786438,False,-0.244744610786438
486,False,infeasible,very_high_risk,gurobi:Optimal,gurobi,0.6996535658836365,0.7198569774627686,0.41985697746276857,6.1082460855333185,"{""BILL_AMT1"": 0.20207222250243567, ""BILL_AMT2"": 0.16375053620168017, ""BILL_AMT3"": -0.1968465795032032, ""BILL_AMT4"": 0.18025408049993835, ""BILL_AMT5"": 0.11246766253018084, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT2"": 0.34642105817415636, ""PAY_AMT4"": 0.05853060488318479, ""PAY_AMT5"": 0.17783878704613287}",0.7198569774627686,False,-0.41985697746276857
489,False,infeasible,moderate_risk,gurobi:Optimal|refined_4,gurobi,0.3561582863330841,0.3561096489429474,0.0561096489429474,0.49008476188991473,"{""BILL_AMT1"": 0.17180391800946257, ""BILL_AMT3"": 0.08941197392078487}",0.3561096489429474,False,-0.0561096489429474
498,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.7673408389091492,0.7535922527313232,0.45359225273132325,0.3140607816782166,"{""BILL_AMT3"": 0.1570303908391083}",0.7535922527313232,False,-0.45359225273132325
514,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.7000098824501038,0.6862400770187378,0.3862400770187378,0.2666126259011643,"{""BILL_AMT3"": 0.13330631295058215}",0.6862400770187378,False,-0.3862400770187378
517,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.7510879039764404,0.7382200360298157,0.4382200360298157,0.265341067781521,"{""BILL_AMT3"": 0.1326705338907605}",0.7382200360298157,False,-0.4382200360298157
518,False,infeasible,very_high_risk,gurobi:Optimal,gurobi,0.6663018465042114,0.6879227161407471,0.3879227161407471,4.418072405817162,"{""BILL_AMT1"": 0.20207222250243562, ""BILL_AMT2"": 0.16375053620168012, ""BILL_AMT3"": -0.1826068741599316, ""BILL_AMT4"": 0.18025408049993832, ""BILL_AMT5"": 0.11246766253018081, ""BILL_AMT6"": -0.1432804738984296, ""PAY_AMT1"": 0.11591067274758687, ""PAY_AMT2"": 0.21538158161172052}",0.6879227161407471,False,-0.3879227161407471
522,False,near_feasible,near_threshold,gurobi:Optimal|refined_7,gurobi,0.32046064734458923,0.30323028564453125,0.003230285644531261,0.3091545638626564,"{""BILL_AMT3"": 0.1545772819313282}",0.30323028564453125,False,-0.003230285644531261
