test_index,feasible,recourse_band,original_score_band,solver_status,original_score,new_score,score_gap_to_threshold,total_cost,changed_features
588,False,infeasible,high_risk,gurobi_exact:Infeasible,0.43384402990341187,0.43384402990341187,0.13384402990341188,0.0,{}
594,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,0.8115909099578857,0.811444878578186,0.511444878578186,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}"
647,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_4,0.7962443828582764,0.796204686164856,0.49620468616485597,0.0852631578947368,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156}"
662,False,infeasible,high_risk,gurobi_exact:Optimal|refined_4,0.4085386097431183,0.40846526622772217,0.10846526622772218,0.1057754993150258,"{""NumberOfOpenCreditLinesAndLoans"": -0.05876416628612391}"
670,False,infeasible,high_risk,gurobi_exact:Optimal|refined_4,0.4325435161590576,0.43240833282470703,0.13240833282470704,0.1420912887887102,"{""NumberOfOpenCreditLinesAndLoans"": -0.07893960488261514}"
724,False,near_feasible,near_threshold,gurobi_exact:Optimal|refined_3,0.31746089458465576,0.31735503673553467,0.01735503673553468,0.04421052631579227,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}"
734,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_4,0.5524662137031555,0.4816921353340149,0.1816921353340149,0.3473684210526343,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}"
813,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_8,0.4994824528694153,0.4991471767425537,0.19914717674255372,0.24315789473684213,"{""NumberOfOpenCreditLinesAndLoans"": -0.13508771929824565}"
828,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_11,0.32318466901779175,0.322856605052948,0.02285660505294801,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}"
841,False,near_feasible,moderate_risk,gurobi_exact:Infeasible|refined_11,0.3709462881088257,0.30572405457496643,0.005724054574966442,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}"
912,True,feasible,moderate_risk,gurobi_exact:Optimal|refined_2,0.3524710237979889,0.2975385785102844,-0.002461421489715565,0.3063018151044997,"{""NumberOfOpenCreditLinesAndLoans"": -0.17016767505805366}"
1024,False,infeasible,very_high_risk,gurobi_exact:Infeasible,0.5010497570037842,0.5010497570037842,0.2010497570037842,0.0,{}
1047,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,0.8514764904975891,0.8514329195022583,0.5514329195022583,0.11999999999999997,"{""NumberOfOpenCreditLinesAndLoans"": -0.06666666666666665}"
1052,False,infeasible,high_risk,gurobi_exact:Optimal|refined_4,0.41900378465652466,0.41894426941871643,0.11894426941871644,0.08526315789473687,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156}"
1088,False,infeasible,moderate_risk,gurobi_exact:Infeasible|refined_5,0.37063419818878174,0.37041157484054565,0.07041157484054567,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}"
1111,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_4,0.4884622395038605,0.4884010851383209,0.18840108513832093,0.0852631578947368,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156}"
1153,False,infeasible,high_risk,gurobi_exact:Optimal|refined_4,0.4187396168708801,0.36990973353385925,0.06990973353385926,0.2778807624729204,"{""NumberOfOpenCreditLinesAndLoans"": -0.15437820137384312}"
1192,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_3,0.886431872844696,0.8864163756370544,0.5864163756370544,0.053684210526318644,"{""NumberOfOpenCreditLinesAndLoans"": -0.02982456140350878}"
1227,False,infeasible,moderate_risk,gurobi_exact:Infeasible|refined_3,0.3928847312927246,0.3927682042121887,0.09276820421218873,0.04421052631578946,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}"
1270,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_9,0.34772390127182007,0.3472839593887329,0.04728395938873292,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}"
1275,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_3,0.5959686636924744,0.5247047543525696,0.2247047543525696,0.3473684210526343,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}"
1295,False,infeasible,high_risk,gurobi_exact:Optimal|refined_5,0.4269547164440155,0.4267212450504303,0.1267212450504303,0.08210526315789751,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}"
1304,False,infeasible,moderate_risk,gurobi_exact:Optimal|refined_4,0.3546566069126129,0.35453057289123535,0.05453057289123536,0.14209128878871014,"{""NumberOfOpenCreditLinesAndLoans"": -0.07893960488261514}"
1320,False,near_feasible,near_threshold,gurobi_exact:Optimal|refined_4,0.3175879120826721,0.3173511028289795,0.017351102828979503,0.2147228677360785,"{""NumberOfOpenCreditLinesAndLoans"": -0.11929048207559761}"
1339,False,infeasible,very_high_risk,gurobi_exact:Infeasible,0.7033423185348511,0.7033423185348511,0.4033423185348511,0.0,{}
1360,False,near_feasible,near_threshold,gurobi_exact:Infeasible|refined_9,0.31372126936912537,0.3133036196231842,0.013303619623184215,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}"
1430,False,near_feasible,near_threshold,gurobi_exact:Optimal|refined_4,0.3169865608215332,0.31654444336891174,0.016544443368911754,0.34103865720976273,"{""NumberOfOpenCreditLinesAndLoans"": -0.18946592067208884}"
1435,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_9,0.3377854526042938,0.337351530790329,0.03735153079032899,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}"
1500,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_11,0.6196851134300232,0.6192089915275574,0.3192089915275574,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}"
1561,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_9,0.3377854526042938,0.337351530790329,0.03735153079032899,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}"
1598,True,feasible,near_threshold,gurobi:Optimal|refined_4,0.3092176020145416,0.2973838448524475,-0.002616155147552479,0.13894736842105337,"{""NumberOfOpenCreditLinesAndLoans"": -0.07719298245614037}"
1622,False,infeasible,moderate_risk,gurobi:Optimal|refined_11,0.3536979854106903,0.3531810939311981,0.05318109393119813,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}"
1712,False,near_feasible,near_threshold,gurobi:Infeasible,0.30202925205230713,0.30202925205230713,0.00202925205230714,0.0,{}
1751,False,infeasible,high_risk,gurobi:Infeasible|refined_3,0.4215371012687683,0.4214995205402374,0.12149952054023744,0.0536842105263158,"{""NumberOfOpenCreditLinesAndLoans"": -0.02982456140350878}"
1752,False,infeasible,very_high_risk,gurobi:Infeasible,0.8200540542602539,0.8200540542602539,0.5200540542602539,0.0,{}
1878,False,infeasible,moderate_risk,gurobi:Infeasible|refined_5,0.38764917850494385,0.37962907552719116,0.07962907552719117,0.11999999999999997,"{""NumberOfOpenCreditLinesAndLoans"": -0.06666666666666665}"
1905,False,near_feasible,near_threshold,gurobi:Optimal|refined_9,0.31411126255989075,0.3136933147907257,0.013693314790725719,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}"
1966,False,infeasible,high_risk,gurobi:Infeasible|refined_3,0.4268363416194916,0.42671680450439453,0.12671680450439454,0.04421052631578946,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}"
1987,False,infeasible,moderate_risk,gurobi:Optimal|refined_9,0.376655638217926,0.3762001395225525,0.0762001395225525,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}"
2090,False,infeasible,high_risk,gurobi:Infeasible|refined_6,0.41383302211761475,0.4136424660682678,0.11364246606826783,0.16578947368421051,"{""NumberOfOpenCreditLinesAndLoans"": -0.09210526315789475}"
2101,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,0.7899096608161926,0.7896687388420105,0.4896687388420105,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}"
2142,False,infeasible,moderate_risk,gurobi:Optimal|refined_9,0.3595176637172699,0.3590709865093231,0.05907098650932313,0.1389482013707227,"{""DebtRatio"": -1.6658993401204612e-07, ""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}"
2161,True,feasible,near_threshold,gurobi:Optimal,0.3473457098007202,0.28234344720840454,-0.017656552791595448,1.6398704965323891,"{""MonthlyIncome"": 0.08198055873555074, ""NumberOfOpenCreditLinesAndLoans"": 0.19298245614035087, ""NumberRealEstateLoansOrLines"": -0.05660377358490566}"
2237,False,infeasible,near_threshold,gurobi:Infeasible|refined_3,0.333069384098053,0.3329608738422394,0.03296087384223939,0.04421052631578946,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}"
2254,False,near_feasible,near_threshold,gurobi:Optimal|refined_6,0.30284935235977173,0.30254295468330383,0.002542954683303844,0.09473684210526337,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736854}"
2313,False,infeasible,very_high_risk,gurobi:Infeasible|refined_5,0.720980167388916,0.7207880616188049,0.42078806161880494,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}"
2428,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.7900591492652893,0.7898808121681213,0.48988081216812135,0.20842105263157898,"{""NumberOfOpenCreditLinesAndLoans"": -0.11578947368421055}"
2467,False,infeasible,very_high_risk,gurobi:Optimal|refined_5,0.634513258934021,0.6344334483146667,0.33443344831466676,0.11999999999999947,"{""NumberOfOpenCreditLinesAndLoans"": -0.06666666666666637}"
2480,False,infeasible,high_risk,gurobi:Optimal|refined_3,0.44776853919029236,0.44773048162460327,0.14773048162460328,0.0536842105263153,"{""NumberOfOpenCreditLinesAndLoans"": -0.029824561403508504}"
2481,False,infeasible,near_threshold,gurobi:Infeasible|refined_10,0.33156487345695496,0.33116093277931213,0.031160932779312145,0.3126315789473685,"{""NumberOfOpenCreditLinesAndLoans"": -0.17368421052631583}"
2566,False,infeasible,moderate_risk,gurobi:Optimal|refined_2,0.3534950911998749,0.3534785509109497,0.05347855091094972,0.025263157894736467,"{""NumberOfOpenCreditLinesAndLoans"": -0.01403508771929804}"
2648,False,infeasible,moderate_risk,gurobi:Infeasible|refined_8,0.3846600353717804,0.38434258103370667,0.08434258103370668,0.24315789473684213,"{""NumberOfOpenCreditLinesAndLoans"": -0.13508771929824565}"
2661,False,infeasible,near_threshold,gurobi:Optimal|refined_4,0.34502020478248596,0.3449649214744568,0.0449649214744568,0.0852631578947363,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263128}"
2690,False,infeasible,moderate_risk,gurobi:Optimal|refined_11,0.38674846291542053,0.3865150809288025,0.0865150809288025,0.07176420406928648,"{""NumberOfOpenCreditLinesAndLoans"": 0.039869002260714714}"
2758,False,infeasible,moderate_risk,gurobi:Infeasible|refined_6,0.36581623554229736,0.3654794991016388,0.0654794991016388,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}"
2804,False,infeasible,high_risk,gurobi:Optimal|refined_2,0.4713320732116699,0.471314013004303,0.171314013004303,0.025263157894736467,"{""NumberOfOpenCreditLinesAndLoans"": -0.01403508771929804}"
2824,False,infeasible,very_high_risk,gurobi:Infeasible,0.8907426595687866,0.8907426595687866,0.5907426595687866,0.0,{}
2898,False,infeasible,moderate_risk,gurobi:Optimal|refined_5,0.3579549789428711,0.3578758239746094,0.057875823974609386,0.11999999999999947,"{""NumberOfOpenCreditLinesAndLoans"": -0.06666666666666637}"
2934,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,0.8527640104293823,0.8356105089187622,0.5356105089187622,0.20842105263157898,"{""NumberOfOpenCreditLinesAndLoans"": -0.11578947368421055}"
2953,False,infeasible,very_high_risk,gurobi:Infeasible|refined_11,0.8678284883499146,0.8675966262817383,0.5675966262817382,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}"
3009,False,infeasible,very_high_risk,gurobi:Infeasible,0.7078510522842407,0.7078510522842407,0.40785105228424073,0.0,{}
3061,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,0.5085702538490295,0.508207380771637,0.20820738077163697,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}"
3138,False,infeasible,high_risk,gurobi:Infeasible|refined_9,0.48308107256889343,0.4825965464115143,0.1825965464115143,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}"
3168,False,infeasible,moderate_risk,gurobi:Infeasible,0.3644077479839325,0.3644077479839325,0.0644077479839325,0.0,{}
3322,False,infeasible,moderate_risk,gurobi:Infeasible|refined_5,0.35364699363708496,0.3534288704395294,0.05342887043952943,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}"
3347,False,infeasible,high_risk,gurobi:Optimal|refined_2,0.43938368558883667,0.43936580419540405,0.13936580419540406,0.025263157894736467,"{""NumberOfOpenCreditLinesAndLoans"": -0.01403508771929804}"
3473,False,infeasible,moderate_risk,gurobi:Infeasible|refined_6,0.3738897740840912,0.3735499978065491,0.07354999780654908,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}"
3540,False,infeasible,very_high_risk,gurobi:Infeasible,0.8854513168334961,0.8854513168334961,0.585451316833496,0.0,{}
3612,False,infeasible,moderate_risk,gurobi:Infeasible|refined_3,0.3565334379673004,0.3564213812351227,0.05642138123512269,0.04421052631578946,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}"
3621,False,infeasible,very_high_risk,gurobi:Infeasible|refined_11,0.5317605137825012,0.4609071910381317,0.16090719103813172,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}"
