test_index,feasible,recourse_band,original_score_band,solver_status,solver_family,original_score,new_score,score_gap_to_threshold,total_cost,changed_features,validity_reconstructed_score,validity_passes_threshold,validity_margin_below_threshold
588,False,infeasible,high_risk,gurobi_exact:Infeasible,gurobi_exact,0.43384402990341187,0.43384402990341187,0.13384402990341188,0.0,{},0.43384402990341187,False,-0.13384402990341188
594,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.8115909099578857,0.811444878578186,0.511444878578186,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.811444878578186,False,-0.511444878578186
647,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_4,gurobi_exact,0.7962443828582764,0.796204686164856,0.49620468616485597,0.0852631578947368,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156}",0.796204686164856,False,-0.49620468616485597
662,False,infeasible,high_risk,gurobi_exact:Optimal|refined_4,gurobi_exact,0.4085386097431183,0.40846526622772217,0.10846526622772218,0.1057754993150258,"{""NumberOfOpenCreditLinesAndLoans"": -0.05876416628612391}",0.40846526622772217,False,-0.10846526622772218
670,False,infeasible,high_risk,gurobi_exact:Optimal|refined_4,gurobi_exact,0.4325435161590576,0.43240833282470703,0.13240833282470704,0.1420912887887102,"{""NumberOfOpenCreditLinesAndLoans"": -0.07893960488261514}",0.43240833282470703,False,-0.13240833282470704
724,False,near_feasible,near_threshold,gurobi_exact:Optimal|refined_3,gurobi_exact,0.31746089458465576,0.31735503673553467,0.01735503673553468,0.04421052631579227,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}",0.31735503673553467,False,-0.01735503673553468
734,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_4,gurobi_exact,0.5524662137031555,0.4816921353340149,0.1816921353340149,0.3473684210526343,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.4816921353340149,False,-0.1816921353340149
813,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_8,gurobi_exact,0.4994824528694153,0.4991471767425537,0.19914717674255372,0.24315789473684213,"{""NumberOfOpenCreditLinesAndLoans"": -0.13508771929824565}",0.4991471767425537,False,-0.19914717674255372
828,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_11,gurobi_exact,0.32318466901779175,0.322856605052948,0.02285660505294801,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.322856605052948,False,-0.02285660505294801
841,False,near_feasible,moderate_risk,gurobi_exact:Infeasible|refined_11,gurobi_exact,0.3709462881088257,0.30572405457496643,0.005724054574966442,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.30572405457496643,False,-0.005724054574966442
912,True,feasible,moderate_risk,gurobi_exact:Optimal|refined_2,gurobi_exact,0.3524710237979889,0.2975385785102844,-0.002461421489715565,0.3063018151044997,"{""NumberOfOpenCreditLinesAndLoans"": -0.17016767505805366}",0.2975385785102844,True,0.002461421489715565
1024,False,infeasible,very_high_risk,gurobi_exact:Infeasible,gurobi_exact,0.5010497570037842,0.5010497570037842,0.2010497570037842,0.0,{},0.5010497570037842,False,-0.2010497570037842
1047,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.8514764904975891,0.8514329195022583,0.5514329195022583,0.11999999999999997,"{""NumberOfOpenCreditLinesAndLoans"": -0.06666666666666665}",0.8514329195022583,False,-0.5514329195022583
1052,False,infeasible,high_risk,gurobi_exact:Optimal|refined_4,gurobi_exact,0.41900378465652466,0.41894426941871643,0.11894426941871644,0.08526315789473687,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156}",0.41894426941871643,False,-0.11894426941871644
1088,False,infeasible,moderate_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.37063419818878174,0.37041157484054565,0.07041157484054567,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.37041157484054565,False,-0.07041157484054567
1111,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_4,gurobi_exact,0.4884622395038605,0.4884010851383209,0.18840108513832093,0.0852631578947368,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156}",0.4884010851383209,False,-0.18840108513832093
1153,False,infeasible,high_risk,gurobi_exact:Optimal|refined_4,gurobi_exact,0.4187396168708801,0.36990973353385925,0.06990973353385926,0.2778807624729204,"{""NumberOfOpenCreditLinesAndLoans"": -0.15437820137384312}",0.36990973353385925,False,-0.06990973353385926
1192,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_3,gurobi_exact,0.886431872844696,0.8864163756370544,0.5864163756370544,0.053684210526318644,"{""NumberOfOpenCreditLinesAndLoans"": -0.02982456140350878}",0.8864163756370544,False,-0.5864163756370544
1227,False,infeasible,moderate_risk,gurobi_exact:Infeasible|refined_3,gurobi_exact,0.3928847312927246,0.3927682042121887,0.09276820421218873,0.04421052631578946,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}",0.3927682042121887,False,-0.09276820421218873
1270,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_9,gurobi_exact,0.34772390127182007,0.3472839593887329,0.04728395938873292,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}",0.3472839593887329,False,-0.04728395938873292
1275,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_3,gurobi_exact,0.5959686636924744,0.5247047543525696,0.2247047543525696,0.3473684210526343,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.5247047543525696,False,-0.2247047543525696
1295,False,infeasible,high_risk,gurobi_exact:Optimal|refined_5,gurobi_exact,0.4269547164440155,0.4267212450504303,0.1267212450504303,0.08210526315789751,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.4267212450504303,False,-0.1267212450504303
1304,False,infeasible,moderate_risk,gurobi_exact:Optimal|refined_4,gurobi_exact,0.3546566069126129,0.35453057289123535,0.05453057289123536,0.14209128878871014,"{""NumberOfOpenCreditLinesAndLoans"": -0.07893960488261514}",0.35453057289123535,False,-0.05453057289123536
1320,False,near_feasible,near_threshold,gurobi_exact:Optimal|refined_4,gurobi_exact,0.3175879120826721,0.3173511028289795,0.017351102828979503,0.2147228677360785,"{""NumberOfOpenCreditLinesAndLoans"": -0.11929048207559761}",0.3173511028289795,False,-0.017351102828979503
1339,False,infeasible,very_high_risk,gurobi_exact:Infeasible,gurobi_exact,0.7033423185348511,0.7033423185348511,0.4033423185348511,0.0,{},0.7033423185348511,False,-0.4033423185348511
1360,False,near_feasible,near_threshold,gurobi_exact:Infeasible|refined_9,gurobi_exact,0.31372126936912537,0.3133036196231842,0.013303619623184215,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}",0.3133036196231842,False,-0.013303619623184215
1430,False,near_feasible,near_threshold,gurobi_exact:Optimal|refined_4,gurobi_exact,0.3169865608215332,0.31654444336891174,0.016544443368911754,0.34103865720976273,"{""NumberOfOpenCreditLinesAndLoans"": -0.18946592067208884}",0.31654444336891174,False,-0.016544443368911754
1435,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_9,gurobi_exact,0.3377854526042938,0.337351530790329,0.03735153079032899,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}",0.337351530790329,False,-0.03735153079032899
1500,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_11,gurobi_exact,0.6196851134300232,0.6192089915275574,0.3192089915275574,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.6192089915275574,False,-0.3192089915275574
1561,False,infeasible,near_threshold,gurobi_exact:Infeasible|refined_9,gurobi_exact,0.3377854526042938,0.337351530790329,0.03735153079032899,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}",0.337351530790329,False,-0.03735153079032899
1598,True,feasible,near_threshold,gurobi:Optimal|refined_4,gurobi,0.3092176020145416,0.2973838448524475,-0.002616155147552479,0.13894736842105337,"{""NumberOfOpenCreditLinesAndLoans"": -0.07719298245614037}",0.2973838448524475,True,0.002616155147552479
1622,False,infeasible,moderate_risk,gurobi:Optimal|refined_11,gurobi,0.3536979854106903,0.3531810939311981,0.05318109393119813,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.3531810939311981,False,-0.05318109393119813
1712,False,near_feasible,near_threshold,gurobi:Infeasible,gurobi,0.30202925205230713,0.30202925205230713,0.00202925205230714,0.0,{},0.30202925205230713,False,-0.00202925205230714
1751,False,infeasible,high_risk,gurobi:Infeasible|refined_3,gurobi,0.4215371012687683,0.4214995205402374,0.12149952054023744,0.0536842105263158,"{""NumberOfOpenCreditLinesAndLoans"": -0.02982456140350878}",0.4214995205402374,False,-0.12149952054023744
1752,False,infeasible,very_high_risk,gurobi:Infeasible,gurobi,0.8200540542602539,0.8200540542602539,0.5200540542602539,0.0,{},0.8200540542602539,False,-0.5200540542602539
1878,False,infeasible,moderate_risk,gurobi:Infeasible|refined_5,gurobi,0.38764917850494385,0.37962907552719116,0.07962907552719117,0.11999999999999997,"{""NumberOfOpenCreditLinesAndLoans"": -0.06666666666666665}",0.37962907552719116,False,-0.07962907552719117
1905,False,near_feasible,near_threshold,gurobi:Optimal|refined_9,gurobi,0.31411126255989075,0.3136933147907257,0.013693314790725719,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}",0.3136933147907257,False,-0.013693314790725719
1966,False,infeasible,high_risk,gurobi:Infeasible|refined_3,gurobi,0.4268363416194916,0.42671680450439453,0.12671680450439454,0.04421052631578946,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}",0.42671680450439453,False,-0.12671680450439454
1987,False,infeasible,moderate_risk,gurobi:Optimal|refined_9,gurobi,0.376655638217926,0.3762001395225525,0.0762001395225525,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}",0.3762001395225525,False,-0.0762001395225525
2090,False,infeasible,high_risk,gurobi:Infeasible|refined_6,gurobi,0.41383302211761475,0.4136424660682678,0.11364246606826783,0.16578947368421051,"{""NumberOfOpenCreditLinesAndLoans"": -0.09210526315789475}",0.4136424660682678,False,-0.11364246606826783
2101,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.7899096608161926,0.7896687388420105,0.4896687388420105,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}",0.7896687388420105,False,-0.4896687388420105
2142,False,infeasible,moderate_risk,gurobi:Optimal|refined_9,gurobi,0.3595176637172699,0.3590709865093231,0.05907098650932313,0.1389482013707227,"{""DebtRatio"": -1.6658993401204612e-07, ""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}",0.3590709865093231,False,-0.05907098650932313
2161,True,feasible,near_threshold,gurobi:Optimal,gurobi,0.3473457098007202,0.28234344720840454,-0.017656552791595448,1.6398704965323891,"{""MonthlyIncome"": 0.08198055873555074, ""NumberOfOpenCreditLinesAndLoans"": 0.19298245614035087, ""NumberRealEstateLoansOrLines"": -0.05660377358490566}",0.28234344720840454,True,0.017656552791595448
2237,False,infeasible,near_threshold,gurobi:Infeasible|refined_3,gurobi,0.333069384098053,0.3329608738422394,0.03296087384223939,0.04421052631578946,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}",0.3329608738422394,False,-0.03296087384223939
2254,False,near_feasible,near_threshold,gurobi:Optimal|refined_6,gurobi,0.30284935235977173,0.30254295468330383,0.002542954683303844,0.09473684210526337,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736854}",0.30254295468330383,False,-0.002542954683303844
2313,False,infeasible,very_high_risk,gurobi:Infeasible|refined_5,gurobi,0.720980167388916,0.7207880616188049,0.42078806161880494,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.7207880616188049,False,-0.42078806161880494
2428,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.7900591492652893,0.7898808121681213,0.48988081216812135,0.20842105263157898,"{""NumberOfOpenCreditLinesAndLoans"": -0.11578947368421055}",0.7898808121681213,False,-0.48988081216812135
2467,False,infeasible,very_high_risk,gurobi:Optimal|refined_5,gurobi,0.634513258934021,0.6344334483146667,0.33443344831466676,0.11999999999999947,"{""NumberOfOpenCreditLinesAndLoans"": -0.06666666666666637}",0.6344334483146667,False,-0.33443344831466676
2480,False,infeasible,high_risk,gurobi:Optimal|refined_3,gurobi,0.44776853919029236,0.44773048162460327,0.14773048162460328,0.0536842105263153,"{""NumberOfOpenCreditLinesAndLoans"": -0.029824561403508504}",0.44773048162460327,False,-0.14773048162460328
2481,False,infeasible,near_threshold,gurobi:Infeasible|refined_10,gurobi,0.33156487345695496,0.33116093277931213,0.031160932779312145,0.3126315789473685,"{""NumberOfOpenCreditLinesAndLoans"": -0.17368421052631583}",0.33116093277931213,False,-0.031160932779312145
2566,False,infeasible,moderate_risk,gurobi:Optimal|refined_2,gurobi,0.3534950911998749,0.3534785509109497,0.05347855091094972,0.025263157894736467,"{""NumberOfOpenCreditLinesAndLoans"": -0.01403508771929804}",0.3534785509109497,False,-0.05347855091094972
2648,False,infeasible,moderate_risk,gurobi:Infeasible|refined_8,gurobi,0.3846600353717804,0.38434258103370667,0.08434258103370668,0.24315789473684213,"{""NumberOfOpenCreditLinesAndLoans"": -0.13508771929824565}",0.38434258103370667,False,-0.08434258103370668
2661,False,infeasible,near_threshold,gurobi:Optimal|refined_4,gurobi,0.34502020478248596,0.3449649214744568,0.0449649214744568,0.0852631578947363,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263128}",0.3449649214744568,False,-0.0449649214744568
2690,False,infeasible,moderate_risk,gurobi:Optimal|refined_11,gurobi,0.38674846291542053,0.3865150809288025,0.0865150809288025,0.07176420406928648,"{""NumberOfOpenCreditLinesAndLoans"": 0.039869002260714714}",0.3865150809288025,False,-0.0865150809288025
2758,False,infeasible,moderate_risk,gurobi:Infeasible|refined_6,gurobi,0.36581623554229736,0.3654794991016388,0.0654794991016388,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}",0.3654794991016388,False,-0.0654794991016388
2804,False,infeasible,high_risk,gurobi:Optimal|refined_2,gurobi,0.4713320732116699,0.471314013004303,0.171314013004303,0.025263157894736467,"{""NumberOfOpenCreditLinesAndLoans"": -0.01403508771929804}",0.471314013004303,False,-0.171314013004303
2824,False,infeasible,very_high_risk,gurobi:Infeasible,gurobi,0.8907426595687866,0.8907426595687866,0.5907426595687866,0.0,{},0.8907426595687866,False,-0.5907426595687866
2898,False,infeasible,moderate_risk,gurobi:Optimal|refined_5,gurobi,0.3579549789428711,0.3578758239746094,0.057875823974609386,0.11999999999999947,"{""NumberOfOpenCreditLinesAndLoans"": -0.06666666666666637}",0.3578758239746094,False,-0.057875823974609386
2934,False,infeasible,very_high_risk,gurobi:Infeasible|refined_7,gurobi,0.8527640104293823,0.8356105089187622,0.5356105089187622,0.20842105263157898,"{""NumberOfOpenCreditLinesAndLoans"": -0.11578947368421055}",0.8356105089187622,False,-0.5356105089187622
2953,False,infeasible,very_high_risk,gurobi:Infeasible|refined_11,gurobi,0.8678284883499146,0.8675966262817383,0.5675966262817382,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.8675966262817383,False,-0.5675966262817382
3009,False,infeasible,very_high_risk,gurobi:Infeasible,gurobi,0.7078510522842407,0.7078510522842407,0.40785105228424073,0.0,{},0.7078510522842407,False,-0.40785105228424073
3061,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.5085702538490295,0.508207380771637,0.20820738077163697,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}",0.508207380771637,False,-0.20820738077163697
3138,False,infeasible,high_risk,gurobi:Infeasible|refined_9,gurobi,0.48308107256889343,0.4825965464115143,0.1825965464115143,0.13894736842105262,"{""NumberOfOpenCreditLinesAndLoans"": 0.07719298245614035}",0.4825965464115143,False,-0.1825965464115143
3168,False,infeasible,moderate_risk,gurobi:Infeasible,gurobi,0.3644077479839325,0.3644077479839325,0.0644077479839325,0.0,{},0.3644077479839325,False,-0.0644077479839325
3322,False,infeasible,moderate_risk,gurobi:Infeasible|refined_5,gurobi,0.35364699363708496,0.3534288704395294,0.05342887043952943,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.3534288704395294,False,-0.05342887043952943
3347,False,infeasible,high_risk,gurobi:Optimal|refined_2,gurobi,0.43938368558883667,0.43936580419540405,0.13936580419540406,0.025263157894736467,"{""NumberOfOpenCreditLinesAndLoans"": -0.01403508771929804}",0.43936580419540405,False,-0.13936580419540406
3473,False,infeasible,moderate_risk,gurobi:Infeasible|refined_6,gurobi,0.3738897740840912,0.3735499978065491,0.07354999780654908,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}",0.3735499978065491,False,-0.07354999780654908
3540,False,infeasible,very_high_risk,gurobi:Infeasible,gurobi,0.8854513168334961,0.8854513168334961,0.585451316833496,0.0,{},0.8854513168334961,False,-0.585451316833496
3612,False,infeasible,moderate_risk,gurobi:Infeasible|refined_3,gurobi,0.3565334379673004,0.3564213812351227,0.05642138123512269,0.04421052631578946,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}",0.3564213812351227,False,-0.05642138123512269
3621,False,infeasible,very_high_risk,gurobi:Infeasible|refined_11,gurobi,0.5317605137825012,0.4609071910381317,0.16090719103813172,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.4609071910381317,False,-0.16090719103813172
3697,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.8078839182853699,0.8077977895736694,0.5077977895736694,0.15789473684210523,"{""NumberOfOpenCreditLinesAndLoans"": -0.08771929824561403}",0.8077977895736694,False,-0.5077977895736694
3723,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.85616534948349,0.855986475944519,0.555986475944519,0.09473684210526315,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736842}",0.855986475944519,False,-0.555986475944519
3779,False,infeasible,near_threshold,gurobi:Optimal,gurobi,0.34885215759277344,0.34885215759277344,0.04885215759277345,3.747002708109903e-16,{},0.34885215759277344,False,-0.04885215759277345
3929,False,infeasible,very_high_risk,gurobi:Optimal|refined_8,gurobi,0.5912081003189087,0.5908839702606201,0.29088397026062013,0.2431578947368416,"{""NumberOfOpenCreditLinesAndLoans"": -0.13508771929824528}",0.5908839702606201,False,-0.29088397026062013
3991,False,infeasible,moderate_risk,gurobi:Optimal|refined_4,gurobi,0.3924115002155304,0.38871508836746216,0.08871508836746217,0.26317614010939994,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156, ""NumberRealEstateLoansOrLines"": -0.03761243993213137}",0.38871508836746216,False,-0.08871508836746217
4001,False,infeasible,near_threshold,gurobi:Infeasible|refined_4,gurobi,0.34782329201698303,0.34776782989501953,0.04776782989501954,0.0852631578947368,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156}",0.34776782989501953,False,-0.04776782989501954
4020,False,infeasible,moderate_risk,gurobi:Infeasible|refined_7,gurobi,0.3964134454727173,0.39615631103515625,0.09615631103515626,0.20842105263157898,"{""NumberOfOpenCreditLinesAndLoans"": -0.11578947368421055}",0.39615631103515625,False,-0.09615631103515626
4087,False,infeasible,very_high_risk,gurobi:Optimal|refined_3,gurobi,0.7035078406333923,0.7034757137298584,0.4034757137298584,0.0536842105263153,"{""NumberOfOpenCreditLinesAndLoans"": -0.029824561403508504}",0.7034757137298584,False,-0.4034757137298584
4141,False,infeasible,very_high_risk,gurobi:Optimal|refined_5,gurobi,0.6408397555351257,0.6406199932098389,0.3406199932098389,0.08210526315789503,"{""NumberOfOpenCreditLinesAndLoans"": 0.04561403508771947}",0.6406199932098389,False,-0.3406199932098389
4169,False,infeasible,very_high_risk,gurobi:Infeasible|refined_6,gurobi,0.8814440965652466,0.8737466931343079,0.5737466931343078,0.15789473684210523,"{""NumberOfOpenCreditLinesAndLoans"": -0.08771929824561403}",0.8737466931343079,False,-0.5737466931343078
4187,False,infeasible,near_threshold,gurobi:Infeasible|refined_9,gurobi,0.3205777704715729,0.3202325701713562,0.020232570171356212,0.2778947368421053,"{""NumberOfOpenCreditLinesAndLoans"": -0.15438596491228074}",0.3202325701713562,False,-0.020232570171356212
4202,False,infeasible,very_high_risk,gurobi:Infeasible|refined_5,gurobi,0.8237273693084717,0.8235887289047241,0.5235887289047241,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.8235887289047241,False,-0.5235887289047241
4223,False,infeasible,high_risk,gurobi:Optimal|refined_14,gurobi,0.4169978201389313,0.4167647361755371,0.11676473617553712,0.8897600491975302,"{""MonthlyIncome"": 0.06473869867264453, ""NumberOfOpenCreditLinesAndLoans"": 0.04473684210526305}",0.4167647361755371,False,-0.11676473617553712
4292,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,gurobi,0.3548673093318939,0.3545350432395935,0.05453504323959352,0.09473684210526337,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736854}",0.3545350432395935,False,-0.05453504323959352
4368,False,infeasible,moderate_risk,gurobi:Optimal|refined_4,gurobi,0.3830925226211548,0.38303467631340027,0.08303467631340028,0.0852631578947363,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263128}",0.38303467631340027,False,-0.08303467631340028
4369,False,infeasible,moderate_risk,gurobi:Optimal|refined_6,gurobi,0.3682003915309906,0.3678627610206604,0.06786276102066041,0.09473684210526337,"{""NumberOfOpenCreditLinesAndLoans"": 0.05263157894736854}",0.3678627610206604,False,-0.06786276102066041
4387,False,infeasible,high_risk,gurobi:Infeasible|refined_6,gurobi,0.4620392918586731,0.46190133690834045,0.16190133690834047,0.15789473684210523,"{""NumberOfOpenCreditLinesAndLoans"": -0.08771929824561403}",0.46190133690834045,False,-0.16190133690834047
4411,False,infeasible,high_risk,gurobi:Optimal|refined_7,gurobi,0.41520097851753235,0.4149400293827057,0.1149400293827057,0.20842105263157945,"{""NumberOfOpenCreditLinesAndLoans"": -0.11578947368421055}",0.4149400293827057,False,-0.1149400293827057
4476,False,infeasible,very_high_risk,gurobi:Infeasible|refined_5,gurobi,0.8656611442565918,0.8655500411987305,0.5655500411987304,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.8655500411987305,False,-0.5655500411987304
4481,False,infeasible,moderate_risk,gurobi:Optimal|refined_4,gurobi,0.38465753197669983,0.38459962606430054,0.08459962606430055,0.0852631578947368,"{""NumberOfOpenCreditLinesAndLoans"": -0.04736842105263156}",0.38459962606430054,False,-0.08459962606430055
4493,False,infeasible,very_high_risk,gurobi:Optimal|refined_11,gurobi,0.5655943155288696,0.4929681420326233,0.1929681420326233,0.34736842105263155,"{""NumberOfOpenCreditLinesAndLoans"": -0.19298245614035087}",0.4929681420326233,False,-0.1929681420326233
4498,False,infeasible,very_high_risk,gurobi:Infeasible|refined_5,gurobi,0.5501807332038879,0.5499444603919983,0.2499444603919983,0.08210526315789474,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.5499444603919983,False,-0.2499444603919983
4501,False,near_feasible,near_threshold,gurobi:Infeasible|refined_7,gurobi,0.30802610516548157,0.30779707431793213,0.00779707431793214,0.20842105263157898,"{""NumberOfOpenCreditLinesAndLoans"": -0.11578947368421055}",0.30779707431793213,False,-0.00779707431793214
4510,False,infeasible,high_risk,gurobi:Optimal|refined_14,gurobi,0.4175557792186737,0.4167569875717163,0.11675698757171632,1.2996602431539177,"{""MonthlyIncome"": 0.07188860892599766, ""NumberOfOpenCreditLinesAndLoans"": 0.05614035087719291, ""NumberOfDependents"": -0.08333333333333333}",0.4167569875717163,False,-0.11675698757171632
4520,False,near_feasible,near_threshold,gurobi:Optimal|refined_7,gurobi,0.3002849817276001,0.3000592291355133,5.9229135513316766e-05,0.20842105263157898,"{""NumberOfOpenCreditLinesAndLoans"": -0.11578947368421055}",0.3000592291355133,False,-5.9229135513316766e-05
4571,False,infeasible,high_risk,gurobi:Infeasible,gurobi,0.46263712644577026,0.46263712644577026,0.16263712644577027,0.0,{},0.46263712644577026,False,-0.16263712644577027
4650,False,infeasible,high_risk,gurobi:Optimal|refined_14,gurobi,0.4175557792186737,0.4167569875717163,0.11675698757171632,1.2996916170081678,"{""MonthlyIncome"": 0.07189111883433766, ""NumberOfOpenCreditLinesAndLoans"": 0.05614035087719291, ""NumberOfDependents"": -0.08333333333333333}",0.4167569875717163,False,-0.11675698757171632
